token,timeframe,timestamp,close,volume,return_3,vol_zscore_7,range_3,volatility_7,compression,expansion
WIF,hour,2026-04-23T05:00:00.000Z,0.1815252183072416,12647.487294573753,0.008654745191723401,0.6102880816123154,0.006140654556265675,0.004209832565274169,false,false
WIF,hour,2026-04-23T04:00:00.000Z,0.181292860405505,2082.5899545518664,0.002041048541698226,0.35893743232544384,0.004091255563366126,0.004064073012913576,false,false
WIF,hour,2026-04-23T03:00:00.000Z,0.18018761622196328,11810.77119417639,-0.010146202164400271,0.4046623154115496,0.007423385209950357,0.0046032806568139135,false,false
WIF,hour,2026-04-23T02:00:00.000Z,0.1805730177136743,26626.969545844993,-0.005245555424457155,0.5413503041281428,0.006133852074385761,0.004569347786500038,false,false
WIF,hour,2026-04-23T01:00:00.000Z,0.18593395931916515,12531.258139536041,0.025600009306925967,0.40326010735461754,0.03189088805150331,0.011789386266247294,false,false
WIF,hour,2026-04-23T00:00:00.000Z,0.18795115522711905,22028.52990089597,0.043085863323660926,0.4653244306858755,0.040859579171146784,0.012313164577711089,false,false
WIF,hour,2026-04-22T23:00:00.000Z,0.18971002218115923,14054.450585895755,0.05060005411203262,0.5275581953267858,0.020308623964233875,0.012595817735058844,false,false
WIF,hour,2026-04-22T22:00:00.000Z,0.1928187286610821,12759.792517429116,0.03702803601411452,0.4963020879646819,0.025898076700199578,0.013974043271119911,false,false
WIF,hour,2026-04-22T21:00:00.000Z,0.19468829900597337,5218.534432248796,0.03584518419540008,0.5568916181051579,0.026241506735264868,0.014434014965642351,false,false
WIF,hour,2026-04-22T20:00:00.000Z,0.1938457497870612,15860.808961116334,0.021800258933883078,0.6032192284923976,0.009695999749990143,0.01434175263169302,false,false
WIF,hour,2026-04-22T19:00:00.000Z,0.1974414221173232,13772.488360336207,0.023974296938584373,0.2941737388516321,0.018549141955456018,0.015915092418128534,false,false
WIF,hour,2026-04-22T18:00:00.000Z,0.1991561162973895,7988.8568871894495,0.022948566062920124,0.22246242723450455,0.027394804973344566,0.01190360359562062,false,false
WIF,hour,2026-04-22T17:00:00.000Z,0.19982258197051123,19547.461307085938,0.030832928707570567,0.08782444557987967,0.012060082568555884,0.011254177328208432,false,false
WIF,hour,2026-04-22T16:00:00.000Z,0.19917303616223087,112210.59376426543,0.008770267284028665,0.5839425723539499,0.003346448432075927,0.010759944779277355,false,false
WIF,hour,2026-04-22T15:00:00.000Z,0.199692546041803,9727.827933154198,0.0026935137839928817,0.5532742659919028,0.0032612135698493402,0.008888469495771188,false,false
WIF,hour,2026-04-22T14:00:00.000Z,0.20087936438414516,12830.757695826322,0.005288603536260447,0.6013114820434968,0.008567064371727794,0.008409505699603064,false,false
WIF,hour,2026-04-22T13:00:00.000Z,0.1992182194334528,15245.518125638435,0.00022685435786164957,0.5864228869419076,0.008338318429993061,0.008825130493796931,false,false
WIF,hour,2026-04-22T12:00:00.000Z,0.19902535572754645,15037.27062618787,-0.003341087724510668,0.5869900121970603,0.00931543948167456,0.005455317946536063,false,false
WIF,hour,2026-04-22T11:00:00.000Z,0.2014912833341199,12925.9986749565,0.003046201145900399,0.6719572814910537,0.012390017329998601,0.0063828271031780015,false,false
WIF,hour,2026-04-22T10:00:00.000Z,0.20151718792816417,12138.198460879625,0.011539951020791644,0.6056555535322539,0.012520174585337168,0.006256865300013029,false,false
WIF,hour,2026-04-22T09:00:00.000Z,0.20044884655093456,21930.80404885235,0.007152308901468711,-0.11054021721768247,0.005329745696282372,0.006455265166128595,false,false
WIF,hour,2026-04-22T08:00:00.000Z,0.20252460797876046,9964.306698311433,0.005128383856323304,-0.1054120827625544,0.010355566836841034,0.007474194973177855,false,false
WIF,hour,2026-04-22T07:00:00.000Z,0.20129515151282118,3425.604871635872,-0.0011018237085669408,-0.1729070585777155,0.010355566836841034,0.007492946720193856,false,false
WIF,hour,2026-04-22T06:00:00.000Z,0.20246140138945637,12746.571541776233,0.010040241553649508,-0.20361324733313516,0.006107730149978147,0.0071457420510148365,true,false
WIF,hour,2026-04-22T05:00:00.000Z,0.20295868183978363,12280.276609195113,0.002143314164907306,-0.22347497614401707,0.008264135099431332,0.00719634115428159,true,false
WIF,hour,2026-04-22T04:00:00.000Z,0.20026185397839683,8857.06327362285,-0.005133246015409071,-0.2560966150183943,0.013466508013441878,0.007462419416558027,true,false
WIF,hour,2026-04-22T03:00:00.000Z,0.2015400146754332,9661.166530672845,-0.004550925300822073,-0.2689928948216055,0.013466508013441878,0.007840139840053013,true,false
WIF,hour,2026-04-22T02:00:00.000Z,0.20100826496247012,10501.218649936765,-0.009609920894407348,-0.34361669825128893,0.006382447139305195,0.0076438468131498636,true,false
